형태소,품사,분류,카운트
숨겼던,Verb,BLACKPINK,3
숨통,Noun,BLACKPINK,2
쉽게,Verb,BLACKPINK,5
쉽지,Verb,BLACKPINK,1
스쳐가는,Verb,BLACKPINK,1
슬픈,Adjective,BLACKPINK,2
시간,Noun,BLACKPINK,7
시계,Noun,BLACKPINK,1
시동,Noun,BLACKPINK,1
시원한,Adjective,BLACKPINK,1
시작,Noun,BLACKPINK,1
실컷,Noun,BLACKPINK,3
싫어하건,Adjective,BLACKPINK,1
싫었던,Adjective,BLACKPINK,1
심장,Noun,BLACKPINK,7
싶어,Verb,BLACKPINK,6
싹,Noun,BLACKPINK,2
싹둑싹둑,Adverb,BLACKPINK,1
씩씩하게,Adjective,BLACKPINK,1
씹지마,Verb,BLACKPINK,1
아,Josa,BLACKPINK,3
아냐,Verb,BLACKPINK,5
아니길,Adjective,BLACKPINK,4
아니야,Adjective,BLACKPINK,1
아니었던,Adjective,BLACKPINK,1
아닌,Adjective,BLACKPINK,1
아래,Noun,BLACKPINK,2
아름다워,Adjective,BLACKPINK,1
아마,Noun,BLACKPINK,3
아무,Noun,BLACKPINK,6
아무리,Adverb,BLACKPINK,1
아물면,Verb,BLACKPINK,1
아쉬울,Adjective,BLACKPINK,1
아이,Noun,BLACKPINK,1
아주,Noun,BLACKPINK,1
아직,Adverb,BLACKPINK,8
아치,Noun,BLACKPINK,1
아파도,Adjective,BLACKPINK,5
아프고,Adjective,BLACKPINK,1
아프다,Adjective,BLACKPINK,1
아프더라도,Adjective,BLACKPINK,1
아플까,Adjective,BLACKPINK,1
아픔,Noun,BLACKPINK,7
악마,Noun,BLACKPINK,1
안,Noun,BLACKPINK,9
안쓰러워,Adjective,BLACKPINK,1
안아줘,Verb,BLACKPINK,4
앉아,Verb,BLACKPINK,1
않아,Verb,BLACKPINK,10
않은,Verb,BLACKPINK,2
않을,Verb,BLACKPINK,1
않지,Verb,BLACKPINK,1
알,Noun,BLACKPINK,2
알아서,Verb,BLACKPINK,1
알아주길,Verb,BLACKPINK,1
알잖아,Verb,BLACKPINK,1
암만,Noun,BLACKPINK,1
앞,Noun,BLACKPINK,1
애,Noun,BLACKPINK,4
애가,Noun,BLACKPINK,1
애써,Verb,BLACKPINK,5
애써서,Verb,BLACKPINK,1
야,Josa,BLACKPINK,2
야,Josa,Lady Gaga & BLACKPINK,2
약속,Noun,BLACKPINK,1
약인,Noun,BLACKPINK,1
약하진,Adjective,BLACKPINK,1
양,Modifier,BLACKPINK,1
어,Noun,BLACKPINK,6
어긋난,Verb,BLACKPINK,1
어김없이,Adverb,Lady Gaga & BLACKPINK,1
어느새,Adjective,BLACKPINK,1
어둠,Noun,BLACKPINK,1
어디,Noun,BLACKPINK,1
어디가,Noun,BLACKPINK,1
어떡해,Adjective,BLACKPINK,3
어떨지,Adjective,BLACKPINK,1
어떻게,Adjective,BLACKPINK,2
어려운,Adjective,BLACKPINK,2
어려워,Adjective,BLACKPINK,3
어색하게,Adjective,BLACKPINK,1
어색한,Adjective,BLACKPINK,1
어이없어,Adjective,BLACKPINK,1
어장,Noun,BLACKPINK,1
어지러워,Adjective,BLACKPINK,1
어쩌겠다,Noun,BLACKPINK,2
어쩔,Adverb,BLACKPINK,3
어차피,Noun,BLACKPINK,3
억지스런,Adjective,BLACKPINK,1
언제나,Adverb,BLACKPINK,2
얼굴,Noun,BLACKPINK,2
얼어,Verb,BLACKPINK,1
얼음,Noun,BLACKPINK,1
엄,Noun,BLACKPINK,1
엄마,Noun,BLACKPINK,2
없게,Adjective,BLACKPINK,4
없는,Adjective,BLACKPINK,15
없는,Adjective,Lady Gaga & BLACKPINK,1
없다고,Adjective,BLACKPINK,3
없다면,Adjective,BLACKPINK,2
없어,Adjective,BLACKPINK,19
없으나,Adjective,BLACKPINK,1
없을,Adjective,BLACKPINK,1
없이,Adverb,BLACKPINK,9
없인,Adjective,BLACKPINK,3
없잖아,Adjective,BLACKPINK,4
엉,Exclamation,BLACKPINK,3
에,Josa,BLACKPINK,47
에,Josa,Lady Gaga & BLACKPINK,2
에게,Josa,BLACKPINK,7
에도,Josa,BLACKPINK,2
에만,Josa,BLACKPINK,1
에서,Josa,BLACKPINK,2
에선,Josa,BLACKPINK,1
엔,Josa,BLACKPINK,9
여,Josa,BLACKPINK,3
여야,Noun,BLACKPINK,2
여왕벌,Noun,BLACKPINK,1
여자,Noun,BLACKPINK,2
여전히,Adjective,BLACKPINK,1
연락,Noun,BLACKPINK,1
영원한,Adjective,BLACKPINK,1
영원할,Adjective,BLACKPINK,3
옆,Noun,BLACKPINK,4
예쁘장한,Adjective,BLACKPINK,7
예쁜,Adjective,BLACKPINK,2
오게,Verb,BLACKPINK,1
오글거려,Verb,BLACKPINK,1
오늘,Noun,BLACKPINK,13
오늘이,Noun,BLACKPINK,2
오빠,Noun,BLACKPINK,5
오직,Noun,BLACKPINK,1
오질,Verb,BLACKPINK,1
온,Noun,BLACKPINK,2
올,Verb,BLACKPINK,2
올라,Verb,BLACKPINK,2
옷,Noun,BLACKPINK,1
와,Josa,BLACKPINK,7
와,Verb,BLACKPINK,1
와는,Josa,BLACKPINK,3
와의,Josa,BLACKPINK,1
왔다,Verb,BLACKPINK,2
왔던,Verb,BLACKPINK,1
왜,Noun,BLACKPINK,4
외로울,Adjective,BLACKPINK,1
외로웠던,Adjective,BLACKPINK,1
외치는,Verb,BLACKPINK,1
외톨이,Noun,BLACKPINK,1
요,Josa,BLACKPINK,2
우리,Noun,BLACKPINK,9
우린,Noun,BLACKPINK,7
우릴,Noun,BLACKPINK,2
울까,Verb,BLACKPINK,1
울려,Verb,BLACKPINK,1
울리는데,Verb,BLACKPINK,2
울릴까,Verb,BLACKPINK,1
웃,Noun,BLACKPINK,1
웃어보다,Verb,BLACKPINK,1
웃어주는,Verb,BLACKPINK,2
웃어주지만,Verb,BLACKPINK,1
웃어줄게,Verb,BLACKPINK,2
웃었던,Verb,BLACKPINK,1
워,Noun,BLACKPINK,1
원,Modifier,BLACKPINK,1
원하는,Adjective,BLACKPINK,1
원하면,Adjective,BLACKPINK,3
원한,Noun,BLACKPINK,3
원한다고,Adjective,BLACKPINK,3
원한다면,Adjective,BLACKPINK,1
원할,Adjective,BLACKPINK,1
원해,Adjective,BLACKPINK,4
원했다면,Adjective,BLACKPINK,2
위,Noun,BLACKPINK,5
위로,Noun,BLACKPINK,1
위해,Noun,BLACKPINK,3
위험하게,Adjective,BLACKPINK,1
유난히,Adverb,BLACKPINK,1
유일한,Adjective,BLACKPINK,1
으로,Josa,BLACKPINK,2
은,Josa,BLACKPINK,43
은,Noun,BLACKPINK,3
은하수,Noun,BLACKPINK,1
을,Josa,BLACKPINK,52
의,Josa,BLACKPINK,13
의,Josa,Lady Gaga & BLACKPINK,1
의미,Noun,BLACKPINK,3
이,Determiner,BLACKPINK,15
이,Josa,BLACKPINK,49
이,Noun,BLACKPINK,24
이건,Noun,BLACKPINK,1
이대로,Adverb,BLACKPINK,2
이라도,Josa,BLACKPINK,1
이란,Josa,BLACKPINK,2
이란,Josa,Lady Gaga & BLACKPINK,1
이래,Adjective,BLACKPINK,1
이랬다,Adjective,BLACKPINK,1
이러쿵저러쿵,Adverb,BLACKPINK,1
이런,Adjective,BLACKPINK,2
이렇게,Adverb,BLACKPINK,9
이름,Noun,BLACKPINK,1
이미,Adverb,BLACKPINK,2
이상,Noun,BLACKPINK,1
이야,Josa,BLACKPINK,2
이유,Noun,BLACKPINK,2
이제,Noun,BLACKPINK,8
인,Josa,BLACKPINK,6
인가,Josa,BLACKPINK,1
인기,Noun,BLACKPINK,1
인데,Josa,BLACKPINK,1
인연,Noun,BLACKPINK,1
인지,Josa,BLACKPINK,1
인해,Adjective,BLACKPINK,1
일,Modifier,BLACKPINK,1
일,Noun,BLACKPINK,1
일도,Noun,BLACKPINK,2
일지,Noun,BLACKPINK,2
잃은,Verb,BLACKPINK,1
잃을,Verb,BLACKPINK,3
입,Noun,BLACKPINK,2
입술,Noun,BLACKPINK,1
있게,Adjective,BLACKPINK,3
있는,Adjective,BLACKPINK,2
있다,Adjective,BLACKPINK,1
있던,Adjective,BLACKPINK,1
있어,Adjective,BLACKPINK,2
있어도,Adjective,BLACKPINK,1
있어줘,Adjective,BLACKPINK,1
있었을,Adjective,BLACKPINK,1
있으나,Adjective,BLACKPINK,1
있으니까,Adjective,BLACKPINK,1
있으면,Adjective,BLACKPINK,2
있을,Adjective,BLACKPINK,1
있을까,Adjective,BLACKPINK,1
있잖아,Adjective,BLACKPINK,2
잊을,Verb,BLACKPINK,9
잊지,Verb,BLACKPINK,1
자꾸,Noun,BLACKPINK,2
자락,Noun,BLACKPINK,1
자름,Verb,BLACKPINK,1
자리,Noun,BLACKPINK,2
자며,Verb,BLACKPINK,1
자존심,Noun,BLACKPINK,1
자태,Noun,BLACKPINK,1
잘,Verb,BLACKPINK,5
잘,VerbPrefix,BLACKPINK,2
잘못,Noun,BLACKPINK,1
잠,Noun,BLACKPINK,1
잠깐,Noun,BLACKPINK,4
잠시,Noun,BLACKPINK,3
잡,Noun,BLACKPINK,1
잡겠다고,Verb,BLACKPINK,1
잡고,Noun,BLACKPINK,3
잡아도,Verb,BLACKPINK,1
잡아줘,Verb,BLACKPINK,1
잡히지,Verb,BLACKPINK,1
잡힐,Verb,BLACKPINK,1
장난,Noun,BLACKPINK,1
저,Noun,BLACKPINK,7
저랬다,Adjective,BLACKPINK,1
전,Noun,BLACKPINK,4
전부,Noun,BLACKPINK,2
전화,Noun,BLACKPINK,1
전화번호,Noun,BLACKPINK,1
절대,Noun,BLACKPINK,5
젊음,Noun,BLACKPINK,3
점점,Noun,BLACKPINK,3
정도,Noun,BLACKPINK,2
정돈,Noun,BLACKPINK,1
정리,Noun,BLACKPINK,1
정말,Noun,BLACKPINK,2
정신,Noun,BLACKPINK,4
제멋대로,Noun,BLACKPINK,1
젠,Noun,BLACKPINK,10
조심,Noun,BLACKPINK,1
좀,Noun,BLACKPINK,2
좋건,Adjective,BLACKPINK,1
좋아,Adjective,BLACKPINK,12
좋아하던,Adjective,BLACKPINK,1
좋으니까,Adjective,BLACKPINK,2
주워,Verb,BLACKPINK,1
주위,Noun,BLACKPINK,1
주인공,Noun,BLACKPINK,1
죽,Noun,BLACKPINK,1
준,Noun,BLACKPINK,3
줄,Noun,BLACKPINK,1
줌,Noun,BLACKPINK,1
중,Noun,BLACKPINK,1
중독,Noun,BLACKPINK,1
줘,Verb,BLACKPINK,2
줬어야,Verb,BLACKPINK,1
줬지만,Verb,BLACKPINK,1
지,Josa,BLACKPINK,2
지금,Noun,BLACKPINK,18
지나치지,Verb,BLACKPINK,2
지난날,Noun,BLACKPINK,1
지루해,Adjective,BLACKPINK,1
지를,Verb,BLACKPINK,2
지름,Noun,BLACKPINK,1
지만,Josa,BLACKPINK,4
지우게,Verb,BLACKPINK,1
지웠어,Verb,BLACKPINK,1
지하,Noun,BLACKPINK,1
직진,Noun,BLACKPINK,1
진짜,Noun,BLACKPINK,1
질러,Verb,Lady Gaga & BLACKPINK,1
질러줘,Verb,BLACKPINK,2
질투,Noun,BLACKPINK,1
집착,Noun,BLACKPINK,3
짖는,Verb,BLACKPINK,2
짜릿하게,Adjective,BLACKPINK,1
짠,Verb,BLACKPINK,4
쯤,Suffix,BLACKPINK,1
찢어,Verb,BLACKPINK,1
차는,Verb,BLACKPINK,1
차라리,Noun,BLACKPINK,1
차리고,Verb,BLACKPINK,2
착각,Noun,BLACKPINK,3
착한,Adjective,BLACKPINK,3
창가,Noun,BLACKPINK,1
창문,Noun,BLACKPINK,1
창피하다가도,Adjective,BLACKPINK,1
찾아서,Verb,BLACKPINK,2
찾아오는,Verb,BLACKPINK,1
찾을,Verb,BLACKPINK,3
찾을까,Verb,BLACKPINK,1
채,Noun,BLACKPINK,6
채론,Noun,BLACKPINK,1
처럼,Josa,BLACKPINK,43
처럼,Noun,BLACKPINK,1
처음,Noun,BLACKPINK,3
척,Noun,BLACKPINK,2
척,Noun,Lady Gaga & BLACKPINK,1
천사,Noun,BLACKPINK,1
천천히,Adverb,BLACKPINK,1
철,Noun,BLACKPINK,1
쳐다,Verb,BLACKPINK,1
초라한,Adjective,BLACKPINK,1
추락,Noun,BLACKPINK,1
축배,Noun,BLACKPINK,1
출,Verb,BLACKPINK,2
춤,Noun,BLACKPINK,2
춤추고,Verb,BLACKPINK,2
춤추는,Verb,BLACKPINK,3
춤추던,Verb,BLACKPINK,2
춤추러,Verb,BLACKPINK,1
치,Noun,BLACKPINK,3
침묵,Noun,BLACKPINK,1
카펫,Noun,BLACKPINK,1
칼,Noun,BLACKPINK,1
캄캄한,Adjective,BLACKPINK,4
커져가는,Verb,BLACKPINK,1
켜,Noun,BLACKPINK,3
코피,Noun,BLACKPINK,1
콩깍지,Noun,BLACKPINK,1
크게,Noun,BLACKPINK,1
크니까,Verb,BLACKPINK,1
키스,Noun,BLACKPINK,3
타,Noun,BLACKPINK,1
타게,Verb,BLACKPINK,2
타오르게,Verb,BLACKPINK,2
타오르는,Verb,BLACKPINK,1
태도,Noun,BLACKPINK,1
태우고,Verb,BLACKPINK,2
태워,Verb,BLACKPINK,1
택해,Noun,BLACKPINK,1
터질,Verb,BLACKPINK,3
테,Noun,BLACKPINK,2
투,Noun,BLACKPINK,1
툭,Noun,Lady Gaga & BLACKPINK,1
툭하면,Noun,BLACKPINK,1
특별해,Adjective,BLACKPINK,2
틀린다면,Verb,BLACKPINK,1
파라,Noun,BLACKPINK,4
파라파라,Noun,BLACKPINK,5
파란,Noun,BLACKPINK,1
파람,Adjective,BLACKPINK,12
판다,Noun,BLACKPINK,3
팡,Adverb,BLACKPINK,2
팡팡,Adverb,BLACKPINK,3
퍼져,Verb,BLACKPINK,1
편해,Adjective,BLACKPINK,1
포장,Noun,Lady Gaga & BLACKPINK,1
표정,Noun,Lady Gaga & BLACKPINK,1
피,Noun,BLACKPINK,2
필요,Noun,BLACKPINK,2
하,Suffix,BLACKPINK,3
하게,Verb,BLACKPINK,1
하겠지,Verb,Lady Gaga & BLACKPINK,1
하고,Josa,BLACKPINK,2
하고,Verb,BLACKPINK,1
하고파,Verb,BLACKPINK,1
하나,Noun,BLACKPINK,5
하나,Noun,Lady Gaga & BLACKPINK,1
하는,Verb,BLACKPINK,11
하늘,Noun,BLACKPINK,6
하니,Verb,BLACKPINK,2
하니까,Verb,BLACKPINK,2
하던,Verb,BLACKPINK,1
하루,Noun,BLACKPINK,4
하면,Verb,BLACKPINK,1
하자면,Verb,BLACKPINK,1
하지,Verb,BLACKPINK,4
하지만,Verb,BLACKPINK,1
하찮은,Adjective,BLACKPINK,2
하하,Noun,BLACKPINK,1
한,Determiner,BLACKPINK,2
한,Josa,BLACKPINK,12
한,Josa,Lady Gaga & BLACKPINK,1
한,Verb,BLACKPINK,1
한가득,Adverb,BLACKPINK,1
한눈,Noun,BLACKPINK,3
한마디,Noun,BLACKPINK,3
한바탕,Noun,BLACKPINK,2
한번,Noun,BLACKPINK,1
한여름,Noun,BLACKPINK,1
할,Verb,BLACKPINK,7
할래,Verb,BLACKPINK,1
함께,Adverb,BLACKPINK,3
함께라면,Verb,BLACKPINK,2
함부로,Noun,BLACKPINK,1
해,Noun,BLACKPINK,13
해,Verb,BLACKPINK,21
해내지,Verb,BLACKPINK,2
해도,Noun,BLACKPINK,5
해봐,Verb,BLACKPINK,2
해주면,Verb,BLACKPINK,1
해줄,Verb,BLACKPINK,1
해줘,Verb,BLACKPINK,9
했다,Verb,BLACKPINK,2
했던,Verb,BLACKPINK,1
했어,Verb,BLACKPINK,4
행복해,Adjective,BLACKPINK,4
향,Noun,BLACKPINK,4
향기,Noun,BLACKPINK,2
허리,Noun,BLACKPINK,1
헤,Noun,BLACKPINK,1
헤매는,Verb,BLACKPINK,2
호호,Noun,BLACKPINK,1
혹,Noun,BLACKPINK,1
혹시,Noun,BLACKPINK,3
혼자,Noun,BLACKPINK,6
홀로,Noun,BLACKPINK,2
환하게,Adjective,BLACKPINK,2
활짝,Noun,BLACKPINK,1
후회,Noun,BLACKPINK,6
훅,Noun,BLACKPINK,1
휘,Noun,BLACKPINK,8
휘파람,Noun,BLACKPINK,5
흐르게,Verb,BLACKPINK,1
흔한,Adjective,BLACKPINK,3
흘러가는데,Verb,BLACKPINK,1
히,Adverb,BLACKPINK,2
